,username,komentar_netizen,tanggal_dibuat,clean_text
242,pnguasaunivers,ini loooohhh mngpa w krg stuju dgn ikn ga mslh pindah ibukota tp ya kek buru-buru bgt mn bener2 baru kelar pandemi kann waktu tu timingnya ga pas aja,Sun Jan 28 03:58:29 +0000 2024,loooohhh mngpa w krg stuju ikn pindah ibukota iya buruburu banget mn bener bener kelar pandemi kann timingnya pas
243,MMIICCKYY,Dana IKN mending buat pemerataan pendidikan + faskes seluruh Indonesia. Ngapain mahal2 bangun ibukota baru? Ujung2nya disana bagi2 proyek doang.,Wed Jan 31 15:28:12 +0000 2024,dana ikn perata didik faskes indonesia mahal2 bangun ibukota ujung bagi2 proyek
244,liveyourlovd,sejujurnya gue juga masih bingung knp kalo dicabut statusnya dari ibukota nantinya gada pilgub. gara-gara ini gue yg awalnya dukung bgt ikn malah kek eh bentar dulu deh udah mana nantinya jadi under wapres,Sun Jan 28 10:19:03 +0000 2024,jujur bingung cabut status ibukota gada pilih gubernur garagara dukung banget ikn eh sebentar deh under wapres
245,makeoutcreek101,IKN itu proyek mercusuar. Coba liat apa akibat dari proyek mercusuar besar-besaran yang dibikin sama Hokage pertama. Lagian pindah Ibukota kok alasannya pemerataan? Itu daerah penyangga Jakarta dari 1945 sampai sekarang apakah udah setara Jakarta semua?,Wed Jan 31 05:22:43 +0000 2024,ikn proyek mercusuar coba lihat akibat proyek mercusuar besarbesaran bikin hokage pindah ibukota alas perata daerah sangga jakarta tara jakarta
246,Poldakaltim,https://t.co/qjkwY1aqAN PPU- Satuan Lalu Lintas (Sat Lantas) Polres Penajam Paser Utara (PPU) memberikan asistensi dan pelatihan kepada para driver di wilayah Ibukota Nusantara (IKN) Kabupaten PPU. Kegiatan ini bertujuan untuk meningkatkan kesadaran tentang aturan lalu lintas https://t.co/aEEn3b0943,Wed Jan 31 08:23:29 +0000 2024,ppu lintas sat lantas polisi resor najam paser utara ppu asistensi latih driver wilayah ibukota nusantara ikn kabupaten ppu giat tuju tingkat sadar atur lintas
247,bsb90000,Ikn itu ibukota bukan wilayah private artinya semua orang memiliki kesempatan tinggal disitu. Tentunya tidak mungkin gratis. Lu beli siomay aja bayar. Lihat deh tuh jakarta menengah kebawah atau atas ke langit?,Sun Jan 28 04:44:13 +0000 2024,ikn ibukota wilayah private arti orang milik tinggal situ gratis beli siomay bayar lihat deh jakarta kah langit
248,_haye_,Ini teori absurd. Ada yg bisa bantu kasih saya rujukan darimana bahwa kalau Ibukota pindah ke IKN kemudian lahan pertanian di Jakarta jadi nambah? Saya ingin belajar. Fanboy 02 ini memang perlu berbagi resep dokternya. Enak barangnya mereka. Halu ga bertepi.,Sun Jan 28 07:48:59 +0000 2024,teori absurd bantu kasih rujuk darimana ibukota pindah kah ikn lahan tani jakarta nambah ajar fanboy resep dokter enak barang halu tepi
249,AMaulanaZ2019,Ini salah satu faktor yang menjadi dasar kenapa ibukota harus segera pindah di IKN.,Wed Jan 31 01:23:16 +0000 2024,salah faktor dasar ibukota pindah ikn
250,aspitibyan,Mayoritas rakyat setuju ibukota pindah. 8 dari 9 fraksi DPR RI setuju IKN Nusantara. UU sudah disahkan. Triliunan APBN sudah &amp; akan terus dikeluarkan. Maka tugas kita sekarang adalah mengawasi jalannya proses pembangunan IKN.,Thu Feb 01 00:46:36 +0000 2024,mayoritas rakyat tuju ibukota pindah fraksi dewan wakil rakyat ri tuju ikn nusantara undang sah triliun apbn amp tugas awas jalan proses bangun ikn
251,lumpenproletarr,IKN proyek paling buruk sih. Memindahkan ibukota ke sebuah daerah dengan membangunnya dari 0 di saat daerah lain butuh pembangunan secara komprehensif dan berkelanjutan. Lagian lokasi IKN ini redflag hehehe,Thu Feb 01 01:33:46 +0000 2024,ikn proyek buruk sih pindah ibukota kah buah daerah bangun daerah butuh bangun komprehensif lokasi ikn redflag hehehe
252,Vickih_worsnop,@pintakars @sosmedkeras Lah justru kalo ada IKN kawasan sekitar akan mengikuti contoh aja ibukota jakarta Jabodetabek mengikuti,Fri Feb 02 04:30:14 +0000 2024,ikn kawasan contoh ibukota jakarta jabodetabek
253,Eddysyarif,@KompasTV Itu rencana yg bodoh...tidak melihat pengalaman Brazilia yg pindah ibukotanya jauh dari ibukota lama itu gagal. IKN belum ada penghidupan disana...tidak memperhitungkan lingkungan hidup sosial dsb.,Tue Jan 30 02:56:41 +0000 2024,rencana bodohtidak lihat alam brazilia pindah ibukotanya ibukota gagal ikn hidup disanatidak hitung lingkung hidup sosial
254,Pakeotakyuk,@ronaaje Mbak sudah lama saya tau masalah ini memang sejak awal di visi misi Jokowi-jk 2014 Jokowi-Maruf 2019 itu nggak ada rencana pemindahan ibukota apalagi IKN saya cari2. Tiba-tiba rame masalah ikn tiba-tiba,Sun Jan 28 03:22:57 +0000 2024,mbak visi misi jokowijk jokowimaruf rencana pindah ibukota ikn cari2 tibatiba ramai ikn tibatiba
255,makeoutcreek101,Pindah Ibukota tu bagus tapi ga ada keharusan untuk pindah sekarang. Toh pada awalnya IKN itu emang ga pernah masuk RPJM/P juga kan? Naskah Akademik UU IKN apa kabar?,Wed Jan 31 05:32:34 +0000 2024,pindah ibukota bagus pindah ikn masuk rpjmp naskah akademik undang ikn kabar
256,jatmiko87355312,@ronaaje Ini mah ikn proyek akal akalan lurah biar namanya terkenang dalam sejarah karna mindahin ibukota ambisi pribadi dan oligarki nya bukan untuk kepentingan rakyat.,Sun Jan 28 03:30:56 +0000 2024,mah ikn proyek akal akal lurah biar nama kenang sejarah mindahin ibukota ambisi pribadi oligarki nya rakyat
257,kindharika,@nicknameturnal @JPFBASE Ga bakal IKN cuma ibukota bukan pusat bisnis.,Tue Jan 30 08:41:55 +0000 2024,ikn ibukota pusat bisnis
258,partaimedsos45,@UGM_FESS ikn itu bangun kota baru dari 0 mending duit ikn dipake buat majuin kota balikpapan atau samarinda kalau memang niatnya mau ibukota pindah ke kalimantan bikin kota dari 0 terus dijadikan ibu kota negara adalah ide paling aneh dan konyol,Wed Jan 31 07:33:40 +0000 2024,ikn bangun kota uang ikn dipake majuin kota balikpapan samarinda niat ibukota pindah kah kalimantan bikin kota kota negara ide aneh konyol
259,ZAMHARIBASYIR1,@banabukari @tvOneNews Jokowi saat bicara masalah macet &amp; Banjir di jkt. Ternyata solusi yg dia buat bener dan tepat. Pindahkan IBUKOTA.(IKN),Thu Feb 01 23:12:28 +0000 2024,jokowi bicara macet amp banjir jakarta nyata solusi pindah ibukotaikn
260,aleethoughtss,Media terus terusan blow up Jakarta banjir tapi tidak masalah akarnya. Preparing for the worst i think pembangunan and pemindahan ibukota ke IKN would be the best solution while also navigating the solution to Jakarta s sinking.,Mon Jan 29 01:49:13 +0000 2024,media blow up jakarta banjir akar preparing for the worst i think bangun and pindah ibukota kah ikn would be the best solution while also navigating the solution to jakarta s sinking
261,septsquad,Menurut gw pemindahan ibukota ke IKN udah bener krn jakarta udah padet bgt dan emg seharusnya pusat ekonomi sama pusat pemerintahan dipisah. Trus kalo ditunda terus mau kapan pindahnya kyak gk tau aja dpr kerjanya gimana. Sekarang rapat 10 thn baru terealisasikan,Sun Jan 28 08:28:40 +0000 2024,pindah ibukota kah ikn jakarta padet banget pusat ekonomi pusat perintah pisah tunda pindah kyak dewan wakil rakyat kerja rapat realisasi
262,RASaktiono,Kalau ibukota dah jadi pibdah apakah JKT 48 ganti nama jadi IKN 48 ?,Wed Jan 31 00:45:44 +0000 2024,ibukota pibdah jakarta ganti nama ikn
263,ronaaje,@ritjvaajadeh_ biar gamakin byk org di jkt. biar org bisa jg ngerasain makmurnya di kota asalnya jd bisa ngabdi dah dikota asalnya. btw ak nekenin sm problem prosesnya. utk pemindahan ibukota ke ikn masih mungkin terjadi. tp lewat pengkajian yg lebih serius. juga ngelibatin masyarakat adat,Sun Jan 28 05:03:05 +0000 2024,biar gamakin orang jakarta biar orang ngerasain makmur kota ngabdi kota ngomong-ngomong nekenin proses pindah ibukota kah ikn kaji serius ngelibatin masyarakat adat
264,rw_faishal,@reinharthrm Kalau memang kebutuhan akan adanya ibukota baru adalah bagi kemaslahatan bangsa dan negara kenapa peraturan UU IKN dibuat terburu-buru? Kalau alasan Jakarta akan tenggelam suatu hari nanti dan alasan keamanan dari bencana kenapa tidak kota besar yg sudah ada saja dibangun?,Mon Jan 29 09:07:51 +0000 2024,butuh ibukota maslahat bangsa negara atur undang ikn terburuburu alas jakarta tenggelam alas aman bencana kota bangun
265,hafidzsywal_,Zaman sekarang nyari kerjaan susah ampe presiden aja nyariin kerjaan untuk anaknya yang di dukung oleh paman nya ehh Seenak jidat aje revisi &amp; bikin banyak UU gajelas terus pake segala mindahin ibukota ke IKN kalo ada masalah itu di selesaikan bukan di pindahin. So #AMINAjaDulu,Thu Feb 01 15:22:38 +0000 2024,zaman cari kerja susah ampe presiden cari kerja anak dukung paman nya ehh enak jidat aje revisi amp bikin undang gajelas pakai mindahin ibukota kah ikn selesai pindahin so
266,kaizenkof,@txtdrjkt Sudah betul ibukota pindah ke IKN,Sun Jan 28 13:07:43 +0000 2024,ibukota pindah kah ikn
267,NapiPKS,Sepertinya ibukota ga jadi pindah ke IKN tapi ke Jateng ,Thu Feb 01 03:02:42 +0000 2024,ibukota pindah kah ikn kah jateng
268,yawdalayaw,@agnesmr @ronaaje ikn ada jg jakarta tetep tenggelam masalah jakarta ga akan selesai cm karna pindah ibukota.,Sun Jan 28 07:51:01 +0000 2024,ikn jakarta tetep tenggelam jakarta selesai pindah ibukota
269,d79132_moh,@folkshittmedia Akibat padatmya penduduk dki..banyak pendatang rawan tawuran..kayanya pemindahan ibukota..ikn layak di dukung..biar pendatang menyerbu ikn...biar tambah rame disana banyak pendatang..tp penjaganya di sana sangat kuat...akankah pendatang berbondong bondong ke ikn,Mon Jan 29 13:58:58 +0000 2024,akibat padatmya duduk dkibanyak rawan tawurankayanya pindah ibukotaikn layak dukungbiar serbu iknbiar ramai pendatangtp jaga atak bondong bondong kah ikn
270,HajudinBinSmith,@OposisiCerdas Aneh....katanya ibukota mau pindah ke IKN...tp mau bikin kereta cepat Jakarta Surabaya. Ini serius ga sih bangun IKN...?,Mon Jan 29 10:11:31 +0000 2024,anehkatanya ibukota pindah kah ikntp bikin kereta cepat jakarta surabaya serius sih bangun ikn
271,Guardian_Fight,@angewwie Dukung pembangunan IKN tapi milih jakarta tetep jadi ibukota? Jadinya yang bener apa tuh?,Sun Jan 28 15:44:38 +0000 2024,dukung bangun ikn milih jakarta tetep ibukota
272,berpijarrr_10,@thedufresne IKN akan tetap dilanjutkan tapi cuma untuk KIPP nya aja Jadi ibaratkan kayak istana bogor istana jakarta istana cipanas nnti ada istana IKN. Ibukota ya tetep di jakarta Itu maksudnya 'melanjutkan' Dicicil bro gak kayak pemerintah Skrg ngotot bgt,Wed Jan 31 17:23:14 +0000 2024,ikn kipp nya kayak istana bogor istana jakarta istana cipanas istana ikn ibukota iya tetep jakarta maksud cicil saudara laki kayak perintah ngotot banget
273,yaudamah,@UGM_FESS Ada kok video anies yg bahas IKN pemindahan ibukota itu emang gabisa ditolak someday asal sesuai prosedur kajian dan hukum yg berlaku. Ga ujug2 ada pdhl di RPJMN n janji presiden IKN tu ga ada. Uu nya dibuat tahu bulat,Wed Jan 31 00:02:41 +0000 2024,video anies bahas ikn pindah ibukota tolak someday sesuai prosedur kaji hukum laku ujug2 rpjmn janji presiden ikn undang nya bulat
274,persephonesheir,Ngeliat rancangan arsitektur dan tata kota IKN aku takjub. Pak Jokowi mau bangun ibukota apa atlantis? Cantik banget,Tue Jan 30 16:13:11 +0000 2024,lihat rancang arsitektur tata kota ikn takjub jokowi bangun ibukota atlantis cantik banget
275,Abdubarawas,@Izmuazh Iya itu gua juga denger podcast bebas aktif soal IKN itu yang dibahas kayak untungnya buat investor tuh apa apalagi kalo targetnya investor luar banyak negara yang juga lagi bangun Ibukota baru yang megah IKN itungannya gak gede gede banget lah tapi kurang nawarin Benefit,Sun Jan 28 04:02:24 +0000 2024,iya dengar podcast bebas aktif ikn bahas kayak untung investor target investor negara bangun ibukota megah ikn itungannya gede gede banget nawarin benefit
276,Kalki20685842,@yuuunski Proyeksi pembangunan nya kan emg short-term kereta cepat jakarta-bandung be like mending kereta biasa/travel aja ngga sih? IKN be like itu ibukota masih berfungsi ngapain pindah dengan bangunan kayak istana kekaisaran gitu? IKN sebagai kota itu sudah problematik,Thu Feb 01 03:44:55 +0000 2024,proyeksi bangun nya shortterm kereta cepat jakartabandung be like kereta biasatravel sih ikn be like ibukota fungsi pindah bangun kayak istana kaisar ikn kota problematik
277,helcult_,@fmuchtaar Kalo bangun 40 kota baru setara Jakarta itu yg gak possible kalo konteksnya juga dihubungin dengan tolak IKN. Setara means jadi daerah khusus ibukota yg dari satu poin itu aja mustahil ,Fri Feb 02 06:22:35 +0000 2024,bangun kota tara jakarta possible konteks dihubungin tolak ikn tara means daerah khusus ibukota poin mustahil
278,herfan03,@PelatihT1dur IKN sptnya ada om sejak akhir periode satu udah ada planning ibukota baru. Makanya ngotot banget menang periode 2. Tapi lupa juga apa itu masuk bahan kampanye 2019.,Mon Jan 29 06:06:36 +0000 2024,ikn sptnya om periode planning ibukota ngotot banget menang periode lupa masuk bahan kampanye
279,sokapdh,@faesque &gt; 40 kota maju di 5 tahun masa jabatan is a big joke to me &gt; ikn dilanjutkan dengan simbolis pemerataan sahaja tanpa gelar ibukota &gt; Indonesia tetap menjadi Jawa sentris seperti kajian data BPS pada tahun 2045 overpopulation akan terjadi boro gen emas cita 00 tahun bangsa gada,Sun Jan 28 02:48:01 +0000 2024,gitu kota maju jabat is a big joke to me gitu ikn simbolis perata sahaja gelar ibukota gitu indonesia jawa sentris kaji data bps overpopulation boro gen emas cita bangsa gada
280,juherman1,@ronaaje Formula E itu ga ada di RPJD Jakarta loh... wkwkw..trus di buatkan kebijakan nya.. alasannya krn buat even internasional.. IKN itu sdh di rencanakan lama. Jaman SBY sdh sering di kaji dan di serhakan 3 pilihan pindah ibukota.. Jokowi hanya mengeksekusi kajian Jaman SBY,Sun Jan 28 13:23:11 +0000 2024,formula e rpjd jakarta loh wkwkwtrus bijak nya alas even internasional ikn rencana jaman sby kaji serhakan pilih pindah ibukota jokowi eksekusi kaji jaman sby
281,giveniers,@ciaseeeds @ronaaje tentu pembangunan akan dilanjutkan tapi bukan prioritas. setidak2nya IKN akan dijadikan kota &amp; dibuat peradaban. Kalau waktunya sudah tepat &amp; IKN mumpuni jadi kota maju barulah ibukota dipindah ke IKN. jd pemindahan ibukota diberikan saat IKN sudah matang bkn saat IKN masih 0.,Sun Jan 28 04:03:29 +0000 2024,bangun prioritas setidak2nya ikn kota amp adab amp ikn mumpuni kota maju ibukota pindah kah ikn pindah ibukota ikn matang ikn
282,AAenaldi,@peinakatsukiss @senjatanuklir Ikn itu perpindahan ibukota lu liat sendiri ibukota Indonesia macet polisi banjir kumuh gk cocok lagi dijadikan ibukota Ikn gunanya juga buat meratakan ekonomi indo kn mau dibikin di Kalimantan biar di tengah tengah Biar gk menyeluruh kepulau jawa,Tue Jan 30 10:36:58 +0000 2024,ikn pindah ibukota lihat ibukota indonesia macet polisi banjir kumuh cocok ibukota ikn ekonomi indonesia bikin kalimantan biar biar pulau jawa
283,nanananaaa99,@arumsa88990 @RPuspaningtias @inidhiraya @undipmenfess Nah lebih baik membangun infrastruktur daerah biar setara Membangun 40 kota yaa itu artinya biar semua setara dlu. Baru pindahin ibukota ke ikn,Sun Jan 28 04:59:53 +0000 2024,bangun infrastruktur daerah biar tara bangun kota yaa arti biar tara pindahin ibukota kah ikn
284,EddyB4J4,@xxcarteaa @bulu_khoceng @ronaaje @sinuscanopus Salah satu manfaat pindah ibukota ke IKN adalah potensi kota jkt tenggelam. Juga kondisi lalulintas yg macet di seluruh wilayah jkt. Pindahnya ASN pempus akan kurangi penduduk kota jkt. Jg adanya pabrik pindah dr sekitar kota jkt punya peran kurangi beban kota jkt. Byk lg sih.,Mon Jan 29 08:53:02 +0000 2024,salah manfaat pindah ibukota kah ikn potensi kota jakarta tenggelam kondisi lalulintas macet wilayah jakarta pindah asn pempus duduk kota jakarta pabrik pindah kota jakarta peran beban kota jakarta sih
285,Minarto10646650,@bengkeldodo @gtobing2903 @coldbrew165 @cocolatetwo @AlmaghribiS @XiaoMei_99 @PS_presiden2024 @xquitavee @DakotaGeorgy @G0mb4k @Ndons_Back BRAVO ANIES FOR RI1...!!!. IKN sebaiknya ditunda dulu terpenting rakyat makmur dulu dicerdaskan dulu apalagi klo pindah krn alasan polusi dan macet nanti IKN polusi dan macet pindah Ibukota lagi.... dan klo gak ada duit jangan dipaksakan bangun IKN .,Mon Jan 29 23:27:34 +0000 2024,bravo anies for ri1 ikn tunda rakyat makmur cerdas pindah alas polusi macet ikn polusi macet pindah ibukota uang paksa bangun ikn
286,Ziys33271547,@nrlrizkia1 @qiwqiw45 @jujunaedi46 @thedufresne Setiap presiden punya gagasan nya masing masing pas soeharto juga pengen nya di jonggol. Terus kenapa dipilih lokasi nya ikn? Karena ikn pengen bikin konsep ibukota yang dekat dengan alam dan lokasi nya juga deket dari pantai otomatis bakal ada pelabuhan kecil disana,Wed Jan 31 15:50:43 +0000 2024,presiden gagas nya pas soeharto nya jonggol pilih lokasi nya ikn ikn bikin konsep ibukota alam lokasi nya pantai otomatis labuh
287,xunqiwushixun,pks mau membangun IKN tapi ibukota tetap di Jakarta itu gimana maksudnya?,Sun Jan 28 01:29:57 +0000 2024,partai adil sejahtera bangun ikn ibukota jakarta maksud
288,rudyno1,@ronaaje @jokowi dr awal visi misi dan program jkw saat Nyapres ya 2014 dan 2019 ga ada itu IKN. Pindah ibukota hanya disebut prabowo jadi itu Ikn Justru program bowo,Sun Jan 28 14:03:43 +0000 2024,visi misi program jkw nyapres iya ikn pindah ibukota prabowo ikn program bowo
289,samarmenyamar,@Fake__IDs @partaimedsos45 @UGM_FESS Ini semua butuh infrastruktur memadai supaya aktifitas industrinya efisien dan IKN malah bakal nyedot anggaran yang bisa dipake untuk bangun infrastruktur ini. Mindahin ibukota ke tengah-tengah gak bakal ngubah apapun selain kita jadi punya istana di tengah hutan,Wed Jan 31 21:19:06 +0000 2024,butuh infrastruktur aktifitas industri efisien ikn nyedot anggar dipake bangun infrastruktur mindahin ibukota kah tengahtengah ngubah istana hutan
290,GodikaGo,Gpp sih klo ibukota pindah ke IKN. Tapi gw nya jangan pindah juga. ,Sun Jan 28 06:57:18 +0000 2024,sih ibukota pindah kah ikn nya pindah
291,Jerukni01528287,@ronaaje Ibukota juga akan jadi tempat rapat birokrasi se Indonesia konferensi internasional pertemuan2 nasional/internasional sebagaimana terjadi di JKT selama ini yg jumlahnya ratusan event. Pastinya perlu orang2 untuk melayani dan mereka ga mungkin dong dari luar IKN.,Sun Jan 28 09:15:13 +0000 2024,ibukota rapat birokrasi indonesia konferensi internasional pertemuan2 nasionalinternasional jakarta ratus event orang2 layan ikn
